Name;Image;Buy;Sell
Exalted Orb;Images/Orbs/Exalted.png;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/glRewPiQ;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/V59BW2Ip
Gemcutter's Prism;Images/Orbs/GCP.png;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/18jvcV;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/ADa4f5
Glassblower's Bauble;Images/Orbs/Bauble.png;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/3q5Jc5;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/v089CE
Harbinger's Orb;Images/Orbs/Harbinger.png;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/7nLlt5;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/AL87fn
Hunter's Exalted;Images/Orbs/Hunter's_Exalted_Orb.png;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/9dXlgBQuK;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/j94oKzoIX
Jeweller's Orb;Images/Orbs/Jewellers.png;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/LgdYhn;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/1EpVu5
Mirror of Kalandra;Images/Orbs/Mirror_of_Kalandra.png;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/RJWGI7;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/yYMeCR
Orb of Alteration;Images/Orbs/Alteration.png;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/AjnbtX;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/Ny7gfR
Orb of Annulment;Images/Orbs/Annulment.png;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/aL73He;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/wv9Bsb
Orb of Augmentation;Images/Orbs/Augmentation.png;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/dZk3cJ;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/5M2osa
Orb of Binding;Images/Orbs/Binding.png;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/wrjRsb;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/ve9JsE
Orb of Chance;Images/Orbs/Chance.png;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/0YR8Ig;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/X3JBsP
Orb of Fusing;Images/Orbs/Fusing.png;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/jW58VLUX;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/V5VkVdSp
Orb of Horizon's;Images/Orbs/Horizons.png;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/24J0sk;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/RJ0BU7
Orb of Regret;Images/Orbs/Regret.png;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/9z6ztK;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/zbJai4
Orb of Scouring;Images/Orbs/Scouring.png;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/EBEzt5;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/rbdMHQ
Orb of Transmutation;Images/Orbs/Transmute.png;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/zbqvI4;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/PrBMcL
Perandus Coin;Images/Orbs/Perandus.png;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/243DIk;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/YpLRsY
Portal Scroll;Images/Orbs/Portal.png;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/powWf0;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/bE5GcL
Prime Sextant;Images/Orbs/Prime_Sextant.png;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/pKqJu0;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/jWwXiX
Redeemer's Exalted;Images/Orbs/Redeemer's_Exalted_Orb.png;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/Y9gJlY7fY;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/EobYvvyF5
Regal Orb;Images/Orbs/Regal.png;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/YpagsY;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/EBBVC5
Scroll of Wisdom;Images/Orbs/Wisdom.png;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/JBVail;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/3qpGU5
Silver Coin;Images/Orbs/Silver.png;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/XL5BFP;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/6zEkUG
Simple Sextant;Images/Orbs/simple_Sextant.png;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/OLWQCE;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/24rVUk
Vaal Orb;Images/Orbs/Vaal.png;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/EB9LC5;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/18GVuV
Warlord's Exalted;Images/Orbs/Warlord's_Exalted_Orb.png;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/2n56EmYik;https://www.pathofexile.com/trade/exchange/Hardcore Ritual/545j7JDua
